recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,confidence,reason,model,date,month,publishedAtSort,cluster
a-1583,222,a-1583,1583,2026-03-10 21:33:15+00:00,10/03/2026 21:33 UTC,Tempo Real RJ,temporealrj.com,"‘Meu marido sumiu’: família busca informações sobre paradeiro de ex-subsecretário, pai de acusado em estupro coletivo em Copacabana",1107,"‘Meu marido sumiu’: família busca informações sobre paradeiro de ex-subsecretário, pai de acusado em estupro coletivo em Copacabana",crime; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia aborda o desaparecimento de um ex-subsecretário envolvido em um caso de estupro coletivo, o que gera uma percepção negativa em relação à sua figura e ao contexto em que está inserido.",gpt-4o-mini,2026-03-10,2026-03,2026-03-10 21:33:15+00:00,7
a-1142,221,a-1142,1142,2026-03-11 06:11:19+00:00,11/03/2026 06:11 UTC,Diario do Rio,diariodorio.com,"Pai de acusado de estupro coletivo em Copacabana, José Carlos Simonin está desaparecido, diz família",796,"Pai de acusado de estupro coletivo em Copacabana, José Carlos Simonin está desaparecido, diz família",seguranca,negativo,-1.0,0.8,"A notícia retrata um caso de desaparecimento relacionado a um acusado de estupro coletivo, o que gera uma percepção negativa sobre a segurança e a situação do programa Segurança Presente, especialmente em um contexto de crime grave e desorientação do ex-subsecretário.",gpt-4o-mini,2026-03-11,2026-03,2026-03-11 06:11:19+00:00,5
a-1827,219,a-1827,1827,2026-03-11 11:38:30+00:00,11/03/2026 11:38 UTC,Tribuna da Serra,tribunadaserra.com.br,"Pai de acusado de estupro coletivo em Copacabana, José Carlos Simonin está desaparecido, diz família",1252,"Pai de acusado de estupro coletivo em Copacabana, José Carlos Simonin está desaparecido, diz família",seguranca_presente,negativo,-1.0,0.8,"A notícia aborda um caso de estupro coletivo e o desaparecimento do pai de um dos acusados, o que gera uma percepção negativa em relação à segurança e à situação social na região de Copacabana.",gpt-4o-mini,2026-03-11,2026-03,2026-03-11 11:38:30+00:00,8
a-1141,218,a-1141,1141,2026-03-11 19:50:27+00:00,11/03/2026 19:50 UTC,Diario do Rio,diariodorio.com,Quem são os pré-candidatos a governador e vice em 2026 no Rio de Janeiro?,795,Quem são os pré-candidatos a governador e vice em 2026 no Rio de Janeiro?,seguranca; seguranca_presente,n/a,,0.9,A notícia não fornece informações suficientes sobre o programa Segurança Presente para avaliar sua percepção pública.,gpt-4o-mini,2026-03-11,2026-03,2026-03-11 19:50:27+00:00,2
a-1714,216,a-1714,1714,2026-03-12 00:49:31+00:00,12/03/2026 00:49 UTC,Agenda do Poder,agendadopoder.com.br,Pai acusado de abusar da própria filha é preso em Niterói,1186,Pai acusado de abusar da própria filha é preso em Niterói,operacao_seguranca_presente; seguranca; seguranca_presente; violencia,positivo,1.0,0.8,"A notícia destaca a prisão de um acusado de um crime grave, o que indica uma ação efetiva da Operação Segurança Presente, gerando uma percepção positiva sobre a eficácia do programa em combater a violência e proteger as vítimas.",gpt-4o-mini,2026-03-12,2026-03,2026-03-12 00:49:31+00:00,4
a-1826,215,a-1826,1826,2026-03-12 06:07:23+00:00,12/03/2026 06:07 UTC,Tribuna da Serra,tribunadaserra.com.br,Perfis dos pré-candidatos aos cargos de governador e vice para a eleição de 2026,1251,Perfis dos pré-candidatos aos cargos de governador e vice para a eleição de 2026,seguranca_presente,n/a,,0.0,A notícia não fornece informações suficientes sobre o programa Segurança Presente para avaliar sua percepção pública.,gpt-4o-mini,2026-03-12,2026-03,2026-03-12 06:07:23+00:00,8
a-1713,214,a-1713,1713,2026-03-15 12:02:19+00:00,15/03/2026 12:02 UTC,Agenda do Poder,agendadopoder.com.br,Agentes prendem trio por lavagem de dinheiro no Grajaú,1185,Agentes prendem trio por lavagem de dinheiro no Grajaú,seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação bem-sucedida dos agentes do programa Segurança Presente na prisão de suspeitos de lavagem de dinheiro, o que sugere uma percepção positiva sobre a eficácia do programa na luta contra crimes financeiros.",gpt-4o-mini,2026-03-15,2026-03,2026-03-15 12:02:19+00:00,4
a-1140,213,a-1140,1140,2026-03-15 22:01:11+00:00,15/03/2026 22:01 UTC,Diario do Rio,diariodorio.com,Operação no Aterro do Flamengo leva 10 flanelinhas à delegacia por cobrança irregular a motoristas,794,Operação no Aterro do Flamengo leva 10 flanelinhas à delegacia por cobrança irregular a motoristas,ordem_publica; seguranca; seguranca_presente,positivo,1.0,0.8,"A operação realizada pelos agentes do Segurança Presente foi em resposta a denúncias de moradores e frequentadores, visando combater a cobrança irregular e a sensação de insegurança na área, o que é visto como uma ação positiva para a ordem pública.",gpt-4o-mini,2026-03-15,2026-03,2026-03-15 22:01:11+00:00,10
a-1711,207,a-1711,1711,2026-03-17 01:53:25+00:00,17/03/2026 01:53 UTC,Agenda do Poder,agendadopoder.com.br,Suspeito morre em tentativa de assalto em Vila Isabel,1140,Turista é baleado em tentativa de assalto na Praça Mauá,assalto; operacao_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia retrata um confronto violento que resultou na morte de um suspeito durante uma tentativa de assalto, o que pode gerar uma percepção negativa sobre a segurança pública e a eficácia do programa Segurança Presente.",gpt-4o-mini,2026-03-17,2026-03,2026-03-17 01:53:25+00:00,4
a-2452,206,a-2452,2452,2026-03-17 16:45:06+00:00,17/03/2026 16:45 UTC,Diario do Rio,diariodorio.com,"Mesmo com queda nos índices, Rio ainda registra mais de 10 mortes por dia por violência",1793,"Mesmo com queda nos índices, Rio ainda registra mais de 10 mortes por dia por violência",roubo; violencia,negativo,-1.0,0.85,"Apesar da redução em alguns índices de criminalidade, a notícia destaca que o Rio de Janeiro ainda registra mais de 10 mortes por dia, o que indica um cenário preocupante de violência. A percepção pública é de que, embora haja avanços, a situação ainda é grave.",gpt-4o-mini,2026-03-17,2026-03,2026-03-17 16:45:06+00:00,6
a-1710,205,a-1710,1710,2026-03-18 16:49:43+00:00,18/03/2026 16:49 UTC,Agenda do Poder,agendadopoder.com.br,Amorim intensifica críticas a Marcelo Menezes durante debate na CCJ,1184,Amorim intensifica críticas a Marcelo Menezes durante debate na CCJ,seguranca_presente,negativo,-1.0,0.85,"A notícia retrata críticas severas ao secretário da Polícia Militar e levanta suspeitas sobre a condução de programas de segurança, o que sugere uma percepção pública negativa em relação ao programa Segurança Presente.",gpt-4o-mini,2026-03-18,2026-03,2026-03-18 16:49:43+00:00,4
a-1139,203,a-1139,1139,2026-03-19 06:53:30+00:00,19/03/2026 06:53 UTC,Diario do Rio,diariodorio.com,"Em apenas 15 dias de operação, Segurança Presente de Santa Cruz da Serra apresenta redução de crimes em Duque de Caxias",793,"Em apenas 15 dias de operação, Segurança Presente de Santa Cruz da Serra apresenta redução de crimes em Duque de Caxias",crime; operacao_seguranca_presente; ordem_publica; seguranca; seguranca_presente,muito positivo,2.0,0.95,"A notícia destaca a redução significativa de crimes e a melhora na sensação de segurança da população em apenas 15 dias de operação do programa Segurança Presente, com depoimentos positivos de moradores e empresários sobre os resultados alcançados.",gpt-4o-mini,2026-03-19,2026-03,2026-03-19 06:53:30+00:00,6
a-1824,202,a-1824,1824,2026-03-19 10:24:21+00:00,19/03/2026 10:24 UTC,Tribuna da Serra,tribunadaserra.com.br,"Em apenas 15 dias de operação, Segurança Presente de Santa Cruz da Serra apresenta redução de crimes em Duque de Caxias",793,"Em apenas 15 dias de operação, Segurança Presente de Santa Cruz da Serra apresenta redução de crimes em Duque de Caxias",crime; operacao_seguranca_presente; seguranca; seguranca_presente,muito positivo,2.0,0.95,"A notícia destaca a redução significativa de crimes e a melhora na sensação de segurança da população após a implementação do programa Segurança Presente, com depoimentos positivos de moradores e comerciantes sobre os resultados alcançados em apenas 15 dias.",gpt-4o-mini,2026-03-19,2026-03,2026-03-19 10:24:21+00:00,8
a-1709,201,a-1709,1709,2026-03-21 14:32:17+00:00,21/03/2026 14:32 UTC,Agenda do Poder,agendadopoder.com.br,"Mulher é presa por aplicar golpe do falso Pix de R$ 1,5 mil em estabelecimento na Baixada",1183,"Mulher é presa por aplicar golpe do falso Pix de R$ 1,5 mil em estabelecimento na Baixada",programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação eficaz do programa Segurança Presente ao prender uma mulher que estava tentando aplicar um golpe, o que sugere uma percepção pública positiva sobre a atuação da polícia na proteção da comunidade.",gpt-4o-mini,2026-03-21,2026-03,2026-03-21 14:32:17+00:00,4
a-1861,200,a-1861,1861,2026-03-24 15:13:54+00:00,24/03/2026 15:13 UTC,Veja Rio,vejario.abril.com.br,Só no Rio! Sonic é parado durante patrulhamento policial,1268,Só no Rio! Sonic é parado durante patrulhamento policial,patrulhamento; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia relata um evento inusitado envolvendo a abordagem de um motociclista fantasiado de Sonic, mas não fornece uma avaliação clara sobre a eficácia ou a percepção pública do programa Segurança Presente. A abordagem foi realizada sem a identificação de irregularidades, o que pode ser visto como uma ação de rotina da polícia, mas não gera uma opinião positiva ou negativa sobre o programa em si.",gpt-4o-mini,2026-03-24,2026-03,2026-03-24 15:13:54+00:00,5
a-1582,195,a-1582,1582,2026-03-25 16:57:13+00:00,25/03/2026 16:57 UTC,Tempo Real RJ,temporealrj.com,"Governo do estado do Rio nomeia, para Casa Civil, servidor acusado de desviar verba do Fundo de Saúde da PM e cobrar propinas da Lei Seca",1106,Casa Civil do Estado recua e anula nomeação de servidor acusado de desviar verba do Fundo de Saúde da PM,crime; seguranca; seguranca_presente,muito negativo,-2.0,0.95,"A nomeação de um servidor acusado de desvio de verbas e corrupção, especialmente em programas de segurança pública, gera uma percepção extremamente negativa sobre a integridade e a eficácia do programa Segurança Presente.",gpt-4o-mini,2026-03-25,2026-03,2026-03-25 16:57:13+00:00,7
a-1138,199,a-1138,1138,2026-03-25 18:44:45+00:00,25/03/2026 18:44 UTC,Diario do Rio,diariodorio.com,Denúncias de assédio sexual motivaram ato estudantil que terminou em prisão de PM em escola na Zona Sul,792,Denúncias de assédio sexual motivaram ato estudantil que terminou em prisão de PM em escola na Zona Sul,programa_seguranca_presente; seguranca; seguranca_presente; violencia,negativo,-1.0,0.85,"A notícia retrata um ato de violência policial durante uma manifestação estudantil motivada por denúncias de assédio sexual, o que gera uma percepção negativa sobre a atuação da Polícia Militar e do programa Segurança Presente.",gpt-4o-mini,2026-03-25,2026-03,2026-03-25 18:44:45+00:00,10
a-1137,198,a-1137,1137,2026-03-25 20:08:33+00:00,25/03/2026 20:08 UTC,Diario do Rio,diariodorio.com,"Metrô, projetos para educação e saúde, segurança e mais: o que o Castro prometeu e não cumpriu",791,"Metrô, projetos para educação e saúde, segurança e mais: o que o Castro prometeu e não cumpriu",seguranca,negativo,-1.0,0.8,"A notícia destaca que muitas promessas do governo Cláudio Castro, incluindo na área de segurança, não foram cumpridas, o que gera uma percepção negativa sobre a eficácia do programa Segurança Presente.",gpt-4o-mini,2026-03-25,2026-03,2026-03-25 20:08:33+00:00,11
a-1823,197,a-1823,1823,2026-03-25 20:31:33+00:00,25/03/2026 20:31 UTC,Tribuna da Serra,tribunadaserra.com.br,"Metrô, projetos para educação e saúde, segurança e mais: o que o Castro prometeu e não cumpriu",1250,"Metrô, projetos para educação e saúde, segurança e mais: o que o Castro prometeu e não cumpriu",seguranca,muito negativo,-2.0,0.9,"A notícia destaca que o ex-governador Cláudio Castro não cumpriu a maioria das promessas feitas, incluindo importantes áreas como segurança, educação e infraestrutura, o que gera uma percepção pública muito negativa sobre sua gestão.",gpt-4o-mini,2026-03-25,2026-03,2026-03-25 20:31:33+00:00,8
a-1136,196,a-1136,1136,2026-03-25 20:47:34+00:00,25/03/2026 20:47 UTC,Diario do Rio,diariodorio.com,Deputada faz representação no MP contra policial que agrediu estudantes em escola na Zona Sul,790,Deputada faz representação no MP contra policial que agrediu estudantes em escola na Zona Sul,programa_seguranca_presente; seguranca; seguranca_presente,muito negativo,-2.0,0.9,"A notícia relata uma agressão de um policial militar a estudantes durante uma manifestação, destacando o uso desproporcional da força e gerando uma percepção negativa sobre a atuação do programa Segurança Presente.",gpt-4o-mini,2026-03-25,2026-03,2026-03-25 20:47:34+00:00,10
a-1581,194,a-1581,1581,2026-03-26 11:29:26+00:00,26/03/2026 11:29 UTC,Tempo Real RJ,temporealrj.com,Casa Civil do Estado recua e anula nomeação de servidor acusado de desviar verba do Fundo de Saúde da PM,1106,Casa Civil do Estado recua e anula nomeação de servidor acusado de desviar verba do Fundo de Saúde da PM,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia retrata um caso de corrupção e desvio de verbas na administração pública, o que gera uma percepção negativa sobre a gestão e a confiança nas instituições.",gpt-4o-mini,2026-03-26,2026-03,2026-03-26 11:29:26+00:00,7
a-2370,193,a-2370,2370,2026-03-26 15:01:35+00:00,26/03/2026 15:01 UTC,Diario do Rio,diariodorio.com,Antonio Marcos Barreto – Do Oriente Médio às cidades brasileiras: os efeitos invisíveis da guerra sobre o meio ambiente,1717,Antonio Marcos Barreto – Do Oriente Médio às cidades brasileiras: os efeitos invisíveis da guerra sobre o meio ambiente,seguranca,n/a,,0.9,"A notícia não aborda diretamente o programa Segurança Presente, mas menciona um curso relacionado a ele, sem avaliar sua eficácia ou percepção pública.",gpt-4o-mini,2026-03-26,2026-03,2026-03-26 15:01:35+00:00,2
a-1135,177,a-1135,1135,2026-03-31 17:23:13+00:00,31/03/2026 17:23 UTC,Diario do Rio,diariodorio.com,Agentes do Segurança Presente salvam criança engasgada em Nova Iguaçu,746,Segurança Presente inaugura sua segunda base em Nova Iguaçu - Prefeitura de Nova Iguaçu,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca uma ação heroica dos agentes do programa Segurança Presente, que salvaram a vida de uma criança em situação de emergência, o que gera uma percepção positiva sobre a eficácia e a importância do programa.",gpt-4o-mini,2026-03-31,2026-03,2026-03-31 17:23:13+00:00,1
a-1708,176,a-1708,1708,2026-03-31 18:57:09+00:00,31/03/2026 18:57 UTC,Agenda do Poder,agendadopoder.com.br,Netinho sai na frente e já homenageia Ricardo Couto em placa alusiva à inauguração de centro de segurança em Caxias,1182,Netinho sai na frente e já homenageia Ricardo Couto em placa alusiva à inauguração de centro de segurança em Caxias,seguranca,neutro,0.0,0.7,"A notícia relata a inauguração de um centro de segurança e a homenagem ao governador interino, mas não apresenta uma avaliação clara da eficácia ou da percepção pública do programa Segurança Presente, focando mais em aspectos políticos e administrativos.",gpt-4o-mini,2026-03-31,2026-03,2026-03-31 18:57:09+00:00,8
a-1707,174,a-1707,1707,2026-04-02 00:02:01+00:00,02/04/2026 00:02 UTC,Agenda do Poder,agendadopoder.com.br,Presidente da Câmara de Japeri é condenado por porte ilegal de arma,1181,Presidente da Câmara de Japeri é condenado por porte ilegal de arma,seguranca_presente,positivo,1.0,0.8,"A notícia destaca a atuação do programa Segurança Presente, que resultou na abordagem e apreensão de armas ilegais, contribuindo para a segurança pública na região.",gpt-4o-mini,2026-04-02,2026-04,2026-04-02 00:02:01+00:00,4
a-1706,166,a-1706,1706,2026-04-03 16:43:32+00:00,03/04/2026 16:43 UTC,Agenda do Poder,agendadopoder.com.br,"Balão cai em condomínio na Barra Olímpica, provoca tumulto e mobiliza agentes do Segurança Presente",839,Estado abre pregão para compra de 400 bicicletas elétricas para agentes do Segurança Presente,seguranca; seguranca_presente,positivo,1.0,0.8,"A atuação rápida dos agentes do Segurança Presente ajudou a conter uma situação potencialmente perigosa, evitando um confronto ou danos ao patrimônio, o que é visto de forma positiva pelos moradores.",gpt-4o-mini,2026-04-03,2026-04,2026-04-03 16:43:32+00:00,4
a-1079,161,a-1079,1079,2026-04-04 07:00:00+00:00,04/04/2026 07:00 UTC,Google News,campos.rj.gov.br,Assistência Social e Cidadania recebe equipe da Operação Segurança Presente - Prefeitura de Campos dos Goytacazes,753,"Praça Eliaquim Batista, no Centro, ganhará nova base da Operação Segurança Presente - Prefeitura de Belford Roxo",operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.85,"A notícia destaca a colaboração entre a Operação Segurança Presente e a Secretaria Municipal de Assistência Social e Cidadania, enfatizando a importância da articulação intersetorial para atender pessoas em situação de vulnerabilidade social. As declarações dos envolvidos são otimistas e ressaltam os benefícios da parceria.",gpt-4o-mini,2026-04-04,2026-04,2026-04-04 07:00:00+00:00,0
a-1134,160,a-1134,1134,2026-04-07 03:11:37+00:00,07/04/2026 03:11 UTC,Diario do Rio,diariodorio.com,Obra paralisada na Gávea preocupa moradores por risco de queda de andaimes,789,Obra paralisada na Gávea preocupa moradores por risco de queda de andaimes,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia retrata a preocupação dos moradores com a paralisação das obras e os riscos associados, como a possibilidade de queda de andaimes e invasões, o que gera uma percepção negativa em relação à situação atual do programa Segurança Presente e à gestão da obra.",gpt-4o-mini,2026-04-07,2026-04,2026-04-07 03:11:37+00:00,5
a-1705,157,a-1705,1705,2026-04-08 15:21:33+00:00,08/04/2026 15:21 UTC,Agenda do Poder,agendadopoder.com.br,Irmã de Mestre Paulinho Sabiá é presa sob suspeita de mandar matar capoeirista em Niterói,1180,Irmã de Mestre Paulinho Sabiá é presa sob suspeita de mandar matar capoeirista em Niterói,seguranca_presente,neutro,0.0,0.7,"A notícia relata um crime e a prisão de uma suspeita, mencionando que a operação contou com o apoio do programa Segurança Presente, mas não fornece uma avaliação clara sobre a eficácia ou a percepção pública do programa em si.",gpt-4o-mini,2026-04-08,2026-04,2026-04-08 15:21:33+00:00,4
a-1704,155,a-1704,1704,2026-04-12 12:46:01+00:00,12/04/2026 12:46 UTC,Agenda do Poder,agendadopoder.com.br,Toni Garrido se envolve em acidente na Lapa e policial fica ferido,986,Carro de Cauã Reymond se envolve em acidente na Barra,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"O acidente envolvendo um agente do programa Segurança Presente e o cantor Toni Garrido resultou em ferimentos ao policial, o que reflete negativamente sobre a segurança e a eficácia do programa.",gpt-4o-mini,2026-04-12,2026-04,2026-04-12 12:46:01+00:00,4
a-1133,154,a-1133,1133,2026-04-12 14:12:32+00:00,12/04/2026 14:12 UTC,Diario do Rio,diariodorio.com,Acidente com Toni Garrido deixa policial ferido na Lapa e caso vai parar na delegacia,788,Acidente com Toni Garrido deixa policial ferido na Lapa e caso vai parar na delegacia,seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia relata um acidente que resultou em um policial ferido, o que reflete negativamente sobre a segurança pública e a eficácia do programa Segurança Presente.",gpt-4o-mini,2026-04-12,2026-04,2026-04-12 14:12:32+00:00,5
a-1703,152,a-1703,1703,2026-04-13 14:35:26+00:00,13/04/2026 14:35 UTC,Agenda do Poder,agendadopoder.com.br,Homens são presos por tentativa de furto a joalheria em shopping na Barra,1179,Homens são presos por tentativa de furto a joalheria em shopping na Barra,furto,positivo,1.0,0.8,"A notícia destaca a prisão de dois homens por tentativa de furto, evidenciando a eficácia da Operação Segurança Presente na prevenção de crimes e na proteção do comércio local.",gpt-4o-mini,2026-04-13,2026-04,2026-04-13 14:35:26+00:00,4
a-1132,151,a-1132,1132,2026-04-14 20:48:59+00:00,14/04/2026 20:48 UTC,Diario do Rio,diariodorio.com,Força Municipal prende homem por roubo durante perseguição no Centro do Rio,787,Força Municipal prende homem por roubo durante perseguição no Centro do Rio,roubo; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação eficaz da Força Municipal e do programa Segurança Presente na prisão de um suspeito de roubo, o que sugere uma percepção positiva sobre a atuação do programa na segurança pública.",gpt-4o-mini,2026-04-14,2026-04,2026-04-14 20:48:59+00:00,5
a-1702,150,a-1702,1702,2026-04-15 01:12:14+00:00,15/04/2026 01:12 UTC,Agenda do Poder,agendadopoder.com.br,Couto troca comando da Casa Civil e avança em reestruturação no RJ,1178,Couto troca comando da Casa Civil e avança em reestruturação no RJ,seguranca_presente,n/a,,0.9,"A notícia não fornece informações suficientes sobre a percepção pública do programa Segurança Presente, focando mais nas mudanças administrativas e na reestruturação do governo.",gpt-4o-mini,2026-04-15,2026-04,2026-04-15 01:12:14+00:00,8
a-1061,89,a-1061,1061,2026-04-17 12:04:08+00:00,17/04/2026 12:04 UTC,Google News,voltaredonda.rj.gov.br,Segurança Presente de Volta Redonda zera crimes em áreas de atuação e alcança o 1º lugar no estado - Prefeitura de Volta Redonda,748,Concurso Segurança Presente: Volta Redonda terá vagas para agentes civis com salário de mais de R$ 3 mil - Prefeitura de Volta Redonda,crime; operacao_seguranca_presente; seguranca; seguranca_presente,muito positivo,2.0,0.95,"A notícia destaca resultados expressivos do programa Segurança Presente, como a redução a zero de crimes nas áreas de atuação e a conquista do primeiro lugar no ranking estadual, o que reflete uma percepção pública altamente favorável em relação à eficácia do programa.",gpt-4o-mini,2026-04-17,2026-04,2026-04-17 12:04:08+00:00,0
a-1701,144,a-1701,1701,2026-04-19 12:28:20+00:00,19/04/2026 12:28 UTC,Agenda do Poder,agendadopoder.com.br,Homem morto a tiros na Abolição já foi agente do Programa Segurança Presente,884,Homem é preso na Tijuca ao usar uniforme falso do Segurança Presente,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia relata a morte de um ex-agente do programa Segurança Presente, o que sugere uma falha na segurança pública e gera uma percepção negativa sobre a eficácia do programa.",gpt-4o-mini,2026-04-19,2026-04,2026-04-19 12:28:20+00:00,4
a-1700,142,a-1700,1700,2026-04-19 17:08:38+00:00,19/04/2026 17:08 UTC,Agenda do Poder,agendadopoder.com.br,PM reage a assalto e bandido acaba baleado na Freguesia,1177,PM reage a assalto e bandido acaba baleado na Freguesia,assalto; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia retrata uma ação da polícia que resultou na neutralização de um assaltante, o que pode ser visto como uma resposta eficaz à criminalidade, refletindo uma percepção positiva sobre a atuação do programa Segurança Presente.",gpt-4o-mini,2026-04-19,2026-04,2026-04-19 17:08:38+00:00,4
a-1084,129,a-1084,1084,2026-04-20 07:00:00+00:00,20/04/2026 07:00 UTC,Google News,campos.rj.gov.br,Subsecretaria e Segurança Presente juntas por integração no atendimento a mulheres - Prefeitura de Campos dos Goytacazes,750,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios,seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca a integração entre o programa Segurança Presente e a rede de atendimento às mulheres, enfatizando avanços na proteção e acolhimento de mulheres em situação de violência, o que é visto como um desenvolvimento positivo.",gpt-4o-mini,2026-04-20,2026-04,2026-04-20 07:00:00+00:00,0
a-1699,125,a-1699,1699,2026-04-24 22:57:18+00:00,24/04/2026 22:57 UTC,Agenda do Poder,agendadopoder.com.br,Falso funcionário da Light é preso após furto em supermercado de Copacabana,962,Mulher é presa após tentar furtar 15kg de carne de supermercado em Nova Iguaçu,furto; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ação eficaz dos agentes do programa Segurança Presente ao deter um criminoso em flagrante, o que sugere uma percepção positiva sobre a atuação do programa na segurança pública.",gpt-4o-mini,2026-04-24,2026-04,2026-04-24 22:57:18+00:00,4
a-1580,123,a-1580,1580,2026-04-28 16:45:43+00:00,28/04/2026 16:45 UTC,Tempo Real RJ,temporealrj.com,"Todo mundo no Rio: show de Shakira terá reforço no policiamento, com quase 8 mil agentes em ação conjunta entre estado e município",1105,"Todo mundo no Rio: show de Shakira terá reforço no policiamento, com quase 8 mil agentes em ação conjunta entre estado e município",policiamento; reforco_no_policiamento; seguranca,positivo,1.0,0.8,"A notícia destaca um grande reforço no policiamento para um evento de grande porte, o que pode ser visto como uma ação positiva do governo para garantir a segurança pública durante o show.",gpt-4o-mini,2026-04-28,2026-04,2026-04-28 16:45:43+00:00,9
a-1697,122,a-1697,1697,2026-04-28 17:48:30+00:00,28/04/2026 17:48 UTC,Agenda do Poder,agendadopoder.com.br,Show de Shakira terá 8 mil agentes e esquema reforçado,1175,Show de Shakira terá 8 mil agentes e esquema reforçado,seguranca,positivo,1.0,0.8,"A notícia destaca um amplo esquema de segurança para um evento de grande porte, o que sugere uma preocupação com a segurança do público e uma resposta proativa das autoridades. O uso de tecnologia e a mobilização de forças de segurança indicam um esforço positivo para garantir a tranquilidade dos participantes.",gpt-4o-mini,2026-04-28,2026-04,2026-04-28 17:48:30+00:00,9
a-1131,121,a-1131,1131,2026-04-30 12:47:00+00:00,30/04/2026 12:47 UTC,Diario do Rio,diariodorio.com,"Novo secretário de Fazenda do Rio, Guilherme Mercês mira sonegadores e promete reduzir gastos no Governo do Rio",786,"Novo secretário de Fazenda do Rio, Guilherme Mercês mira sonegadores e promete reduzir gastos no Governo do Rio",seguranca; seguranca_presente,n/a,,0.9,"A notícia não aborda diretamente a percepção pública sobre o programa Segurança Presente, focando mais nas ações do novo secretário de Fazenda e mudanças no governo.",gpt-4o-mini,2026-04-30,2026-04,2026-04-30 12:47:00+00:00,8
a-1860,120,a-1860,1860,2026-04-30 16:25:08+00:00,30/04/2026 16:25 UTC,Veja Rio,vejario.abril.com.br,Show de Shakira: as 18 ruas de Copacabana que darão acesso à praia,1267,Show de Shakira: as 18 ruas de Copacabana que darão acesso à praia,seguranca,positivo,1.0,0.8,"A notícia destaca um forte esquema de segurança para um evento de grande porte, o que pode ser visto como uma medida positiva para garantir a segurança do público e prevenir crimes.",gpt-4o-mini,2026-04-30,2026-04,2026-04-30 16:25:08+00:00,9
a-1696,119,a-1696,1696,2026-04-30 17:12:52+00:00,30/04/2026 17:12 UTC,Agenda do Poder,agendadopoder.com.br,PDT defende permanência de Ricardo Couto e abre embate com aliado de Ruas,1174,PDT defende permanência de Ricardo Couto e abre embate com aliado de Ruas,seguranca_presente,negativo,-1.0,0.8,"A notícia retrata um embate político e críticas sobre a administração atual, incluindo a possibilidade de extinção do programa Segurança Presente, o que sugere uma percepção negativa em relação à gestão e à continuidade do programa.",gpt-4o-mini,2026-04-30,2026-04,2026-04-30 17:12:52+00:00,8
a-4585,118,a-4585,4585,2026-04-30 21:21:26+00:00,30/04/2026 21:21 UTC,Tempo Real RJ,temporealrj.com,"Niterói lança 2ª edição do Sandbox Regulatório, programa que estimula inovação e reduz barreiras para startups e empresas",3499,"Niterói lança 2ª edição do Sandbox Regulatório, programa que estimula inovação e reduz barreiras para startups e empresas",seguranca; seguranca_presente,n/a,,0.0,"A notícia não aborda diretamente o programa Segurança Presente, mas sim o lançamento do Sandbox Regulatório em Niterói.",gpt-4o-mini,2026-04-30,2026-04,2026-04-30 21:21:26+00:00,5
a-1579,70,a-1579,1579,2026-05-01 01:39:15+00:00,01/05/2026 01:39 UTC,Tempo Real RJ,temporealrj.com,"Governador em exercício, Ricardo Couto, transfere Segurança Presente e Barricada Zero para a Polícia Militar",751,Governo do RJ determina transferência de Segurança Presente e Barricada Zero para a Polícia Militar,operacao_seguranca_presente; programa_seguranca_presente; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia apresenta uma mudança administrativa na gestão do programa Segurança Presente, mas não fornece informações suficientes sobre a eficácia ou a percepção pública do programa, limitando a avaliação a um tom neutro.",gpt-4o-mini,2026-05-01,2026-05,2026-05-01 01:39:15+00:00,8
