recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,grau_ambiguidade,reason,evidencia_sentimento,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,evidencia_evento,model,month
a-1044,181,a-1044,1044,2025-12-09 14:15:43+00:00,09/12/2025 14:15 UTC,Google News,meriti.rj.gov.br,Segurança Presente inaugura base em São João de Meriti e reforça patrulhamento no Centro - Prefeitura Municipal de São João de Meriti,746,Segurança Presente inaugura sua segunda base em Nova Iguaçu - Prefeitura de Nova Iguaçu,patrulhamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,A inauguração da base do Segurança Presente é apresentada como um avanço significativo para a segurança pública em São João de Meriti.,O governador afirmou que o programa diminui a mancha criminal de forma significativa e o prefeito destacou a melhora na segurança pública.,Inauguração da base do Segurança Presente em São João de Meriti,inauguracao-base-seguranca-presente-sao-joao-de-meriti-2023,inauguracao-base-seguranca-presente-sao-joao-de-meriti-2023,inauguracao/expansao,São João de Meriti,2023-12-02,"Base do Segurança Presente é inaugurada em São João de Meriti, reforçando o patrulhamento na região.",A unidade já iniciou as operações com 27 policiais por dia e câmeras de monitoramento.,gpt-4o-mini,2025-12
a-1765,392,a-1765,1765,2025-12-10 12:34:20+00:00,10/12/2025 12:34 UTC,Agenda do Poder,agendadopoder.com.br,PMs prendem três por furto de 227 itens de farmácia na Barra; vídeo,1213,PMs prendem três por furto de 227 itens de farmácia na Barra; vídeo,furto; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a prisão de três pessoas por furto, evidenciando a atuação efetiva dos agentes do Segurança Presente.","Agentes do Segurança Presente da Barra da Tijuca prenderam, na noite desta terça-feira (09), três pessoas por furtar cerca de R$ 8 mil em produtos.",Prisão de três pessoas por furto de produtos de farmácia na Barra da Tijuca,prisao-furto-farmacia-barra-da-tijuca-2025,prisao-furto-farmacia-barra-da-tijuca-2025,prisao/apreensao,"Barra da Tijuca, Rio de Janeiro",2025-12-09,Agentes do Segurança Presente prenderam três pessoas por furto de R$ 8 mil em produtos de farmácia.,Os agentes perseguiram e localizaram os envolvidos em frente ao quartel do Corpo de Bombeiros na Avenida do Pepê.,gpt-4o-mini,2025-12
a-1867,391,a-1867,1867,2025-12-12 09:27:27+00:00,12/12/2025 09:27 UTC,Veja Rio,vejario.abril.com.br,Falta de fiscalização transforma o trânsito no Rio em teste de paciência,1272,Falta de fiscalização transforma o trânsito no Rio em teste de paciência,seguranca_presente,n/a,,alto,"A notícia não avalia diretamente o programa Segurança Presente, mas menciona a presença de policiais sem ação em um contexto de problemas de trânsito.",,Falta de fiscalização e problemas de trânsito no Rio de Janeiro,falta-de-fiscalizacao-transito-rio-2025,falta-de-fiscalizacao-transito-rio-2025,outro,Rio de Janeiro,2025-12-12,Reportagem sobre a falta de fiscalização e os problemas de trânsito no Rio de Janeiro.,A reportagem flagrou infrações de diversas naturezas e a presença de uma viatura do programa Segurança Presente com policiais alheios ao caos.,gpt-4o-mini,2025-12
a-1171,358,a-1171,1171,2025-12-18 22:41:47+00:00,18/12/2025 22:41 UTC,Diario do Rio,diariodorio.com,"Segurança Presente ganha reforço de verão na Zona Sul e no Centro, com 495 agentes por dia",816,"Segurança Presente ganha reforço de verão na Zona Sul e no Centro, com 495 agentes por dia",operacao_seguranca_presente; policiamento; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca o reforço do policiamento e a intenção de aumentar a segurança durante o verão, o que é retratado de forma favorável.","""Esse aumento do efetivo do Segurança Presente garante mais prevenção, mais proximidade com a população e mais tranquilidade"".",Reforço do policiamento da Operação Segurança Presente na Zona Sul e no Centro do Rio,reforco-policamento-seguranca-presente-zona-sul-centro-2025,reforco-policamento-seguranca-presente-zona-sul-centro-2025,inauguracao/expansao,Zona Sul e Centro do Rio de Janeiro,2025-12-18,O Governo do Estado do Rio de Janeiro reforça o policiamento da Operação Segurança Presente com 495 agentes diários até 1º de março.,"""O reforço vai atingir diretamente nove bases: Aterro, Botafogo, Centro, Copacabana, Ipanema, Lagoa, Lapa, Laranjeiras e Leblon.""",gpt-4o-mini,2025-12
a-1866,390,a-1866,1866,2025-12-19 13:04:18+00:00,19/12/2025 13:04 UTC,Veja Rio,vejario.abril.com.br,"“Queremos chegar nos jovens”, diz Clara Paulino, do Theatro Municipal",1271,"“Queremos chegar nos jovens”, diz Clara Paulino, do Theatro Municipal",seguranca_presente,n/a,,alto,A notícia não fornece uma avaliação clara sobre o programa Segurança Presente.,,Pedido de apoio à Segurança Presente após assaltos no entorno do Theatro Municipal,pedido-apoio-seguranca-presente-theatro-municipal-2025,pedido-apoio-seguranca-presente-theatro-municipal-2025,gestao/administracao,"Cinelândia, Rio de Janeiro",2025,Clara Paulino solicita apoio da Segurança Presente após assaltos nas proximidades do Theatro Municipal.,"Mandei um ofício para o 5º Batalhão da Polícia Militar, que nos atende, e reforcei o pedido de apoio junto à Segurança Presente.",gpt-4o-mini,2025-12
a-1170,389,a-1170,1170,2025-12-19 19:21:37+00:00,19/12/2025 19:21 UTC,Diario do Rio,diariodorio.com,Governo do Rio lança Porto+Seguro para reforçar fiscalização nos portos do estado,815,Governo do RJ implementa operação para reforçar fiscalização nos portos do estado,crime; seguranca,positivo,1.0,baixo,"O programa Porto+Seguro é apresentado como uma nova estratégia para melhorar a fiscalização e combater o crime organizado, com apoio do governo.","O Porto+Seguro permite que o Estado contribua mais — com inteligência, efetivo e integração.",Lançamento do programa Porto+Seguro para fiscalização nos portos do Rio de Janeiro,lancamento-programa-porto-seguro-2025,lancamento-programa-porto-seguro-2025,gestao/administracao,Rio de Janeiro,2025-12-19,O governo do Rio lançou o programa Porto+Seguro para reforçar a fiscalização nos portos e combater o crime organizado.,"O governo do Estado do Rio de Janeiro lançou, nesta sexta-feira (19/12), o programa Porto+Seguro.",gpt-4o-mini,2025-12
a-1169,388,a-1169,1169,2025-12-19 19:34:15+00:00,19/12/2025 19:34 UTC,Diario do Rio,diariodorio.com,Governo do RJ implementa operação para reforçar fiscalização nos portos do estado,815,Governo do RJ implementa operação para reforçar fiscalização nos portos do estado,crime; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a implementação do programa Porto+Seguro como um avanço na segurança e fiscalização, com valorização dos agentes envolvidos.","O Porto+Seguro reforça a cooperação entre instituições e aprimora a capacidade de planejamento, inteligência e resposta do estado.",Lançamento da operação Porto+Seguro para fiscalização nos portos do RJ,lancamento-operacao-porto-seguro-2025,lancamento-operacao-porto-seguro-2025,inauguracao/expansao,Rio de Janeiro,2025-12-19,Governo do RJ lança a operação Porto+Seguro para reforçar a fiscalização nos portos.,"O Governo do Rio de Janeiro lançou, nesta sexta-feira (19/12), a operação 'Porto+Seguro', que estabelece um modelo integrado de fiscalização.",gpt-4o-mini,2025-12
a-1764,385,a-1764,1764,2025-12-25 13:40:16+00:00,25/12/2025 13:40 UTC,Agenda do Poder,agendadopoder.com.br,PM do Bope é baleado por agente do Segurança Presente em Duque de Caxias,874,Procurado por homicídios em São Paulo é preso por agentes do Segurança Presente no Recreio,seguranca; seguranca_presente,muito negativo,-2.0,baixo,"A notícia relata um incidente grave onde um PM foi baleado por um agente do Segurança Presente, resultando em estado de saúde grave.",O policial baleado permanece internado em estado grave.,PM do Bope baleado por agente do Segurança Presente em Duque de Caxias,pm-do-bope-baleado-por-agente-seguranca-presente-duque-de-caxias-2025,pm-do-bope-baleado-por-agente-seguranca-presente-duque-de-caxias-2025,violencia/crime,Duque de Caxias,2025-12-25,Um policial do Bope foi baleado por um agente do Segurança Presente durante uma abordagem em Duque de Caxias.,Um policial militar do Batalhão de Operações Especiais foi baleado por um agente do Segurança Presente.,gpt-4o-mini,2025-12
a-1763,384,a-1763,1763,2025-12-26 13:12:13+00:00,26/12/2025 13:12 UTC,Agenda do Poder,agendadopoder.com.br,Agente do Bope baleado por colega de farda está em estado grave,1212,Agente do Bope baleado por colega de farda está em estado grave,programa_seguranca_presente; seguranca; seguranca_presente,muito negativo,-2.0,baixo,"A notícia relata um incidente grave envolvendo um agente do Segurança Presente que baleou um colega do Bope, resultando em estado grave da vítima.",O policial permanece internado em estado grave no CTI após ser baleado por um agente do Segurança Presente.,Agente do Bope baleado por colega do Segurança Presente em Duque de Caxias,agente-bope-baleado-colega-seguranca-presente-duque-caxias-2025,agente-bope-baleado-colega-seguranca-presente-duque-caxias-2025,violencia/crime,Duque de Caxias,2025-12-24,Um agente do Bope foi baleado por um colega do programa Segurança Presente durante uma abordagem em Duque de Caxias.,"O caso aconteceu durante a abordagem ao carro do militar, que estava estacionado em frente a uma loja.",gpt-4o-mini,2025-12
a-1835,381,a-1835,1835,2025-12-27 03:39:40+00:00,27/12/2025 03:39 UTC,Tribuna da Serra,tribunadaserra.com.br,"Réveillon no Rio terá 28,7 mil policiais e reconhecimento facial",868,Esquema de segurança durante o Carnaval terá drones e câmeras de reconhecimento facial,seguranca,positivo,1.0,baixo,"A notícia destaca a mobilização significativa de forças de segurança e o uso de tecnologia para garantir a segurança durante o Réveillon, o que é apresentado de forma favorável.",O governo diz que isso vai ampliar a identificação de foragidos e veículos irregulares.,Operação de segurança para o Réveillon no Rio de Janeiro,operacao-seguranca-reveillon-rio-2023,operacao-seguranca-reveillon-rio-2023,operacao policial,Rio de Janeiro,2023,"Mais de 28.700 policiais serão mobilizados para a segurança do Réveillon no Rio de Janeiro, com uso de tecnologia de reconhecimento facial.","O planejamento foi apresentado nesta sexta-feira (26), no Centro Integrado de Comando e Controle (CICC).",gpt-4o-mini,2025-12
a-1600,380,a-1600,1600,2025-12-30 13:18:02+00:00,30/12/2025 13:18 UTC,Tempo Real RJ,temporealrj.com,Verão no auge: policiamento é reforçado nas áreas mais movimentadas da cidade,1122,Verão no auge: policiamento é reforçado nas áreas mais movimentadas da cidade,policiamento,positivo,1.0,baixo,"A notícia destaca o reforço do policiamento e a atuação do programa Segurança Presente durante o verão, o que é visto como uma medida positiva para a segurança.",O reforço do policiamento é maior na área compreendida entre as praias do Leme e o Pontal.,Reforço do policiamento do programa Segurança Presente durante o verão no Rio de Janeiro,reforco-policamento-seguranca-presente-verao-2025,reforco-policamento-seguranca-presente-verao-2025,inauguracao/expansao,Rio de Janeiro,2025-12-30,O programa Segurança Presente reforça o policiamento nas praias do Rio durante o verão.,O reforço começou na quinta-feira (18) e vai acontecer até o dia 1º de março.,gpt-4o-mini,2025-12
a-1168,378,a-1168,1168,2025-12-31 03:46:00+00:00,31/12/2025 03:46 UTC,Diario do Rio,diariodorio.com,"Em 2025, Prefeitura de S. Gonçalo abordou mais de 14 mil motos em operação contra barulho",814,"Em 2025, Prefeitura de S. Gonçalo abordou mais de 14 mil motos em operação contra barulho",ordem_publica; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia destaca a efetividade da operação contra motos barulhentas, com apreensões e redução de infrações.","Estamos conseguindo combater a situação da poluição sonora, os números de infrações têm diminuído com as operações.",Operação Tolerância Zero contra motos barulhentas em São Gonçalo,operacao-tolerancia-zero-sao-goncalo-2025,operacao-tolerancia-zero-sao-goncalo-2025,operacao policial,São Gonçalo,2025,"Prefeitura de São Gonçalo realiza operação contra motos barulhentas, abordando mais de 14 mil veículos.",A Tolerância Zero já realizou mais de 14 mil abordagens a motocicletas desde abril deste ano.,gpt-4o-mini,2025-12
a-1167,377,a-1167,1167,2026-01-05 20:19:04+00:00,05/01/2026 20:19 UTC,Diario do Rio,diariodorio.com,"Entre andaimes e janelas acesas, o Centro do Rio volta a respirar com novos Residenciais",813,"Entre andaimes e janelas acesas, o Centro do Rio volta a respirar com novos Residenciais",furto; ordem_publica; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia menciona problemas graves de ordem pública e a falta de segurança no Centro do Rio, destacando a ausência do programa Segurança Presente.","A região ainda luta contra problemas graves de Ordem Pública, como a camelotagem clandestina e a mendicância.",Revitalização do Centro do Rio com projetos de retrofit,revitalizacao-centro-rio-retrofit-2026,revitalizacao-centro-rio-retrofit-2026,outro,Centro do Rio de Janeiro,2026,"Projetos de retrofit estão revitalizando o Centro do Rio, mas a segurança continua sendo uma preocupação.",Os projetos de retrofit começam a redesenhar o cotidiano do Centro do Rio.,gpt-4o-mini,2026-01
a-1762,362,a-1762,1762,2026-01-05 20:41:08+00:00,05/01/2026 20:41 UTC,Agenda do Poder,agendadopoder.com.br,Barra Mansa entra na pauta do Segurança Presente na Alerj,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,A notícia retrata a solicitação de implantação do programa Segurança Presente como uma medida essencial para aumentar a segurança em Barra Mansa.,Acredito que o programa Segurança Presente será essencial para garantir mais proteção à população.,Solicitação de implantação do programa Segurança Presente em Barra Mansa,solicitacao-implantacao-seguranca-presente-barra-mansa-2026,solicitacao-implantacao-seguranca-presente-barra-mansa-2026,gestao/administracao,Barra Mansa,2026-01-05,Deputado Jari Oliveira solicita a implantação do programa Segurança Presente em Barra Mansa para combater a violência.,O deputado estadual Jari Oliveira (PSB) solicitou à Secretaria de Estado de Governo a implantação do programa Segurança Presente.,gpt-4o-mini,2026-01
a-1761,346,a-1761,1761,2026-01-06 11:00:46+00:00,06/01/2026 11:00 UTC,Agenda do Poder,agendadopoder.com.br,Quadrilha é presa por furtar mais de R$ 5 mil em farmácia de Niterói; vídeo,1206,Mulher furta e destrói crucifixo em igreja de Niterói; vídeo,furto,positivo,1.0,baixo,"A notícia destaca a prisão de uma quadrilha, evidenciando a atuação efetiva dos agentes do programa Segurança Presente.","Agentes do programa Segurança Presente abordaram o veículo, ainda em Itaipu, com todos os suspeitos dentro.",Prisão de quadrilha por furto em farmácia em Niterói,prisao-quadrilha-furto-farmacia-niteroi-2026,prisao-quadrilha-furto-farmacia-niteroi-2026,prisao/apreensao,"Itaipu, Niterói",2026-01-05,Quadrilha é presa após furto de R$ 5 mil em farmácia em Niterói.,"Dois homens e duas mulheres foram presos, nesta segunda-feira (5), pelo furto de R$ 5 mil em produtos de uma farmácia.",gpt-4o-mini,2026-01
a-1760,327,a-1760,1760,2026-01-06 13:38:11+00:00,06/01/2026 13:38 UTC,Agenda do Poder,agendadopoder.com.br,Vídeo: homem é preso por capturar iguana para a venda em Macaé,1203,Vídeo: homem é preso por série de furtos em Niterói,seguranca; seguranca_presente,positivo,1.0,baixo,"A notícia retrata a prisão de um homem por crime ambiental, destacando a atuação dos agentes do Segurança Presente.",Agentes do Segurança Presente fizeram a abordagem e encontraram o animal no banco de trás do veículo.,Prisão de homem por captura de iguana em Macaé,prisaom-homem-captura-iguana-macae-2026,prisaom-homem-captura-iguana-macae-2026,prisao/apreensao,Macaé,2026-01-05,Homem é preso em Macaé por capturar iguana para venda.,Um homem foi preso nesta segunda-feira (5) com uma iguana dentro de um carro em Macaé.,gpt-4o-mini,2026-01
a-1759,357,a-1759,1759,2026-01-06 13:52:06+00:00,06/01/2026 13:52 UTC,Agenda do Poder,agendadopoder.com.br,Mulher Presente ganha força no Rio com quase 500 ações em quatro meses,816,"Segurança Presente ganha reforço de verão na Zona Sul e no Centro, com 495 agentes por dia",seguranca,positivo,1.0,baixo,"A notícia destaca o sucesso e a importância do programa Mulher Presente, que integra segurança e assistência social, com resultados positivos em acolhimento e prisões.",Os números comprovam que essa política funciona e salva vidas.,Resultados do programa Mulher Presente no Rio de Janeiro,resultados-programa-mulher-presente-rio-2026,resultados-programa-mulher-presente-rio-2026,resultado/indicador,Rio de Janeiro,2026-01-06,"O programa Mulher Presente realiza 471 ações em quatro meses, destacando-se na proteção de mulheres em situação de vulnerabilidade.",O programa Mulher Presente alcançou 471 ações nos primeiros quatro meses de funcionamento.,gpt-4o-mini,2026-01
a-1166,356,a-1166,1166,2026-01-06 16:39:54+00:00,06/01/2026 16:39 UTC,Diario do Rio,diariodorio.com,Inea detém ‘influencers’ por pesca ilegal de caranguejos em Niterói,812,Inea detém ‘influencers’ por pesca ilegal de caranguejos em Niterói,crime; seguranca; seguranca_presente,n/a,,baixo,"A notícia não avalia diretamente o programa Segurança Presente, apenas menciona sua atuação na detenção dos indivíduos.",,Detenção de influencers por pesca ilegal de caranguejos em Niterói,detencao-influencers-pesca-ilegal-niteroi-2026,detencao-influencers-pesca-ilegal-niteroi-2026,prisao/apreensao,Niterói,2026-01-06,Inea detém influencers por pesca ilegal de caranguejos no Parque Estadual da Serra da Tiririca.,Três 'influencers' foram detidos pela captura ilegal de caranguejos da espécie Uçá dentro de área de proteção integral.,gpt-4o-mini,2026-01
a-1599,355,a-1599,1599,2026-01-06 19:47:29+00:00,06/01/2026 19:47 UTC,Tempo Real RJ,temporealrj.com,Perseguição termina em tiroteio em Duque de Caxias; uma pessoa morreu,1121,Perseguição termina em tiroteio em Duque de Caxias; uma pessoa morreu,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia relata um tiroteio que resultou em uma morte e feridos, associando a ação ao programa Segurança Presente.","A Operação Segurança Presente lamentou a morte da mulher, identificada apenas como Silvania.",Tiroteio em Duque de Caxias durante perseguição policial,tiroteio-duque-de-caxias-2026,tiroteio-duque-de-caxias-2026,violencia/crime,Duque de Caxias,2026-01-06,Um tiroteio em Duque de Caxias resultou em uma morte e um ferido durante perseguição de agentes do Segurança Presente.,Agentes do programa Segurança Presente perseguiram um veículo e trocaram tiros com ocupantes do carro.,gpt-4o-mini,2026-01
a-1758,335,a-1758,1758,2026-01-06 21:27:03+00:00,06/01/2026 21:27 UTC,Agenda do Poder,agendadopoder.com.br,Vídeo: Mulher morre baleada durante assalto e perseguição policial em Duque de Caxias,1205,Sargento da PM de folga morre baleado ao reagir a assalto em Duque de Caxias,assalto; seguranca; seguranca_presente,muito negativo,-2.0,baixo,"A notícia retrata a morte de uma mulher durante um assalto e confronto com a polícia, evidenciando uma falha grave na segurança.",Silvania acabou sendo baleada durante uma troca de tiros com agentes do programa Segurança Presente.,Morte de mulher baleada durante assalto e perseguição policial em Duque de Caxias,morte-mulher-baleada-assalto-duque-de-caxias-2026,morte-mulher-baleada-assalto-duque-de-caxias-2026,violencia/crime,Duque de Caxias,2026-01-06,Uma mulher foi morta durante um assalto e troca de tiros com a polícia em Duque de Caxias.,Uma mulher de 50 anos morreu baleada nesta terça-feira (6) durante um assalto seguido de perseguição policial.,gpt-4o-mini,2026-01
a-1757,354,a-1757,1757,2026-01-06 22:05:05+00:00,06/01/2026 22:05 UTC,Agenda do Poder,agendadopoder.com.br,Inea detém três “influencers” por pesca ilegal no Parque da Tiririca,1211,Inea detém três “influencers” por pesca ilegal no Parque da Tiririca,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,baixo,"A operação resultou na detenção de criminosos e na proteção do meio ambiente, destacando a atuação efetiva do Segurança Presente.",A ação conjunta com o Segurança Presente flagrou captura de caranguejos-uçá em área de proteção integral.,Detenção de três influencers por pesca ilegal no Parque da Tiririca,detencao-influencers-pesca-ilegal-parque-tiririca-2026,detencao-influencers-pesca-ilegal-parque-tiririca-2026,operacao policial,"Parque Estadual da Serra da Tiririca, Niterói",2026-01-06,Três influencers foram detidos por pesca ilegal no Parque da Tiririca com apoio do Segurança Presente.,Uma operação do Instituto Estadual do Ambiente (Inea) com apoio do programa Segurança Presente terminou com a detenção de três influencers.,gpt-4o-mini,2026-01
a-1165,204,a-1165,1165,2026-01-07 06:30:38+00:00,07/01/2026 06:30 UTC,Diario do Rio,diariodorio.com,"Em apenas 4 meses de atuação, Operação Mulher Presente faz 471 atendimentos",793,"Em apenas 15 dias de operação, Segurança Presente de Santa Cruz da Serra apresenta redução de crimes em Duque de Caxias",crime; seguranca; seguranca_presente; violencia,positivo,1.0,baixo,"A notícia destaca os resultados positivos da Operação Mulher Presente, com 471 atendimentos e apoio a mulheres em situação de vulnerabilidade.","O governador Cláudio Castro celebrou os bons números do programa em tão pouco tempo: 'Em apenas quatro meses, os números comprovam que essa política funciona e salva vidas.'",Resultados da Operação Mulher Presente em 2026,resultados-operacao-mulher-presente-2026,resultados-operacao-mulher-presente-2026,resultado/indicador,"Praça Saens Peña, Tijuca, Rio de Janeiro",2026-01-07,"Operação Mulher Presente realiza 471 atendimentos em quatro meses, oferecendo apoio a mulheres em vulnerabilidade.",Os primeiros quatro meses da Operação Mulher Presente registraram 471 ações.,gpt-4o-mini,2026-01
a-1865,352,a-1865,1865,2026-01-07 16:12:35+00:00,07/01/2026 16:12 UTC,Veja Rio,vejario.abril.com.br,Quem são os “influenciadores” presos por caça ilegal de caranguejo em Niterói,1270,Quem são os “influenciadores” presos por caça ilegal de caranguejo em Niterói,seguranca_presente,negativo,-1.0,baixo,"A notícia retrata a prisão de influenciadores por pesca ilegal, o que gera críticas à atuação do programa Segurança Presente.","A ação tinha o objetivo de coibir a captura do crustáceo, que é proibida na região.",Prisão de influenciadores por pesca ilegal no Parque Estadual da Serra da Tiririca,prisao-influenciadores-pesca-ilegal-niteroi-2026,prisao-influenciadores-pesca-ilegal-niteroi-2026,prisao/apreensao,Niterói,2026-01-06,Influenciadores são presos por caça ilegal de caranguejos em Niterói.,Agentes do Instituto Estadual do Ambiente (Inea) e do programa Segurança Presente de Niterói prenderam três homens por pesca ilegal.,gpt-4o-mini,2026-01
a-1756,351,a-1756,1756,2026-01-07 17:39:05+00:00,07/01/2026 17:39 UTC,Agenda do Poder,agendadopoder.com.br,Polícia busca segundo envolvido no confronto que matou mulher em Caxias,1210,Polícia busca segundo envolvido no confronto que matou mulher em Caxias,seguranca_presente,negativo,-1.0,baixo,"A notícia retrata a morte de uma mulher durante um confronto, evidenciando problemas de segurança e a tragédia associada ao evento.","A mulher acabou sendo atingida durante o tiroteio, resultando em sua morte.",Confronto armado em Duque de Caxias resulta na morte de mulher,confronto-armado-duque-de-caxias-2026,confronto-armado-duque-de-caxias-2026,violencia/crime,Duque de Caxias,2026-01-06,Confronto armado em Duque de Caxias termina com a morte de Silvania da Silva Guimarães.,A Polícia Civil faz buscas para localizar o segundo criminoso envolvido no confronto armado.,gpt-4o-mini,2026-01
a-1755,350,a-1755,1755,2026-01-08 17:41:56+00:00,08/01/2026 17:41 UTC,Agenda do Poder,agendadopoder.com.br,Professora morta em tiroteio na Baixada é enterrada sob comoção,1209,Professora morta em tiroteio na Baixada é enterrada sob comoção,assalto; crime,muito negativo,-2.0,baixo,"A notícia retrata a morte de uma professora durante um assalto, evidenciando a violência e a insegurança na área, além de envolver agentes do programa Segurança Presente.","A professora foi baleada durante um assalto, e a notícia destaca a violência do crime.",Morte da professora Silvânia da Silva Guimarães em tiroteio durante assalto em Duque de Caxias,morte-professora-silvania-duque-de-caxias-2026,morte-professora-silvania-duque-de-caxias-2026,violencia/crime,"Duque de Caxias, Baixada Fluminense",2026-01-06,Professora é morta em tiroteio durante assalto em Duque de Caxias.,Silvânia foi atingida por um disparo após ter o carro roubado por criminosos.,gpt-4o-mini,2026-01
a-1754,349,a-1754,1754,2026-01-09 21:45:14+00:00,09/01/2026 21:45 UTC,Agenda do Poder,agendadopoder.com.br,Mulher entra em luta corporal com policiais durante abordagem em Japeri,1208,Mulher entra em luta corporal com policiais durante abordagem em Japeri,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata um confronto físico entre uma mulher e policiais, gerando críticas sobre a abordagem e a presença de agentes masculinos.",Internautas questionaram a presença exclusiva de agentes masculinos na ação que escalou para um confronto físico.,Confronto físico entre mulher e policiais do Segurança Presente em Japeri,confronto-fisico-mulher-policiais-seguranca-presente-japeri-2026,confronto-fisico-mulher-policiais-seguranca-presente-japeri-2026,violencia/crime,Japeri,2026-01-09,Mulher entra em luta corporal com policiais durante abordagem em Japeri.,Uma mulher entrou em luta corporal com policiais do programa Segurança Presente durante uma abordagem no Centro de Japeri.,gpt-4o-mini,2026-01
a-1753,348,a-1753,1753,2026-01-10 17:24:36+00:00,10/01/2026 17:24 UTC,Agenda do Poder,agendadopoder.com.br,Vídeo: motos barulhentas viram alvo e Prefeitura de Niterói faz primeira grande operação de 2026,1176,Motos barulhentas disparam fiscalização em Niterói e abordagens passam de 2 mil,ordem_publica,positivo,1.0,baixo,A operação contra motos barulhentas é apresentada como uma ação positiva para melhorar a qualidade de vida da população.,A intenção é preservar o sossego público e reforçar o compromisso do município com a qualidade de vida.,Fiscalização contra motos barulhentas em Niterói,fiscalizacao-motos-barulhentas-niteroi-2026,fiscalizacao-motos-barulhentas-niteroi-2026,operacao policial,Niterói,2026-01-09,Primeira operação de 2026 contra motos barulhentas em Niterói resulta em autuações e remoções.,"A operação ocorreu na Rua Martins Torres, no bairro de Santa Rosa, e resultou em 17 autuações.",gpt-4o-mini,2026-01
a-1752,347,a-1752,1752,2026-01-12 11:46:00+00:00,12/01/2026 11:46 UTC,Agenda do Poder,agendadopoder.com.br,Justiça mantém prisão de lutadora que agrediu PMs em Japeri,1207,Justiça mantém prisão de lutadora que agrediu PMs em Japeri,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata uma agressão a agentes do programa Segurança Presente, evidenciando um problema de segurança e resistência à ação policial.",Agressão a agentes do programa Segurança Presente durante abordagem.,Manutenção da prisão de lutadora que agrediu PMs em Japeri,manutencao-prisao-lutadora-agrediu-pms-japeri-2026,manutencao-prisao-lutadora-agrediu-pms-japeri-2026,prisao/apreensao,Japeri,2026-01-11,"A Justiça manteve a prisão de Mariana Leal Gomes, que agrediu PMs do Segurança Presente em Japeri.","A Justiça do Rio de Janeiro manteve, neste domingo (11), a prisão preventiva de Mariana Leal Gomes.",gpt-4o-mini,2026-01
a-1751,345,a-1751,1751,2026-01-13 11:37:00+00:00,13/01/2026 11:37 UTC,Agenda do Poder,agendadopoder.com.br,Mulher furta e destrói crucifixo em igreja de Niterói; vídeo,1206,Mulher furta e destrói crucifixo em igreja de Niterói; vídeo,crime; furto,n/a,,baixo,"A notícia não avalia a atuação do programa Segurança Presente, apenas relata um crime.",,Furto e destruição de crucifixo na Igreja Nossa Senhora da Conceição em Niterói,furto-destruicao-crucifixo-igreja-niteroi-2026,furto-destruicao-crucifixo-igreja-niteroi-2026,violencia/crime,"Igreja Nossa Senhora da Conceição, Niterói",2026-01-06,"Uma mulher furtou e destruiu um crucifixo em Niterói, sendo posteriormente localizada pelos agentes do Segurança Presente.",A mulher confessou ter retirado o objeto religioso de dentro da igreja.,gpt-4o-mini,2026-01
a-1598,343,a-1598,1598,2026-01-13 12:11:03+00:00,13/01/2026 12:11 UTC,Tempo Real RJ,temporealrj.com,Governo estadual do Rio aumenta valor da gratificação para policiais da reserva que atuam em programa de serviço voluntário,1120,Governo estadual do Rio aumenta valor da gratificação para policiais da reserva que atuam em programa de serviço voluntário,seguranca,positivo,1.0,baixo,Aumento da gratificação para policiais da reserva é uma medida favorável ao programa de serviço voluntário.,"A gratificação no PEOp pode chegar a R$ 756,07, um aumento significativo em relação ao valor anterior.",Aumento da gratificação para policiais da reserva no Programa de Estímulo Operacional (PEOp),aumento-gratificacao-policiais-reserva-peop-2026,aumento-gratificacao-policiais-reserva-peop-2026,gestao/administracao,Rio de Janeiro,2026-01-13,Governo do Rio aumenta gratificação para policiais da reserva que atuam no PEOp.,O governador atualizou os valores da gratificação para agentes de segurança que participam do PEOp.,gpt-4o-mini,2026-01
